globalName,vietnameseName,value
Exile's Pocket Watch: 59253,Đồng Hồ Kẻ Lưu Đày: 59253,59253
Exile's Pocket Watch: 59254,Đồng Hồ Kẻ Lưu Đày: 59254,59254
Exile's Goblet: 59310,Ly Kẻ Lưu Đày: 59310,59310
Exile's Goblet: 59311,Ly Kẻ Lưu Đày: 59311,59311
Exile's Goblet: 59312,Ly Kẻ Lưu Đày: 59312,59312
Exile's Goblet: 59313,Ly Kẻ Lưu Đày: 59313,59313
Exile's Goblet: 59314,Ly Kẻ Lưu Đày: 59314,59314
Exile's Feather: 59320,Lông Vũ Kẻ Lưu Đày: 59320,59320
Exile's Feather: 59321,Lông Vũ Kẻ Lưu Đày: 59321,59321
Exile's Feather: 59322,Lông Vũ Kẻ Lưu Đày: 59322,59322
Exile's Feather: 59323,Lông Vũ Kẻ Lưu Đày: 59323,59323
Exile's Feather: 59324,Lông Vũ Kẻ Lưu Đày: 59324,59324
Exile's Circlet: 59330,Vương Miện Kẻ Lưu Đày: 59330,59330
Exile's Circlet: 59331,Vương Miện Kẻ Lưu Đày: 59331,59331
Exile's Circlet: 59332,Vương Miện Kẻ Lưu Đày: 59332,59332
Exile's Circlet: 59333,Vương Miện Kẻ Lưu Đày: 59333,59333
Exile's Circlet: 59334,Vương Miện Kẻ Lưu Đày: 59334,59334
Exile's Flower: 59340,Hoa Kẻ Lưu Đày: 59340,59340
Exile's Flower: 59341,Hoa Kẻ Lưu Đày: 59341,59341
Exile's Flower: 59342,Hoa Kẻ Lưu Đày: 59342,59342
Exile's Flower: 59343,Hoa Kẻ Lưu Đày: 59343,59343
Exile's Flower: 59344,Hoa Kẻ Lưu Đày: 59344,59344
Exile's Pocket Watch: 59350,Đồng Hồ Kẻ Lưu Đày: 59350,59350
Exile's Pocket Watch: 59351,Đồng Hồ Kẻ Lưu Đày: 59351,59351
Exile's Pocket Watch: 59352,Đồng Hồ Kẻ Lưu Đày: 59352,59352
Exile's Pocket Watch: 59353,Đồng Hồ Kẻ Lưu Đày: 59353,59353
Exile's Pocket Watch: 59354,Đồng Hồ Kẻ Lưu Đày: 59354,59354
Exile's Goblet: 59410,Ly Kẻ Lưu Đày: 59410,59410
Exile's Goblet: 59411,Ly Kẻ Lưu Đày: 59411,59411
Exile's Goblet: 59412,Ly Kẻ Lưu Đày: 59412,59412
Exile's Goblet: 59413,Ly Kẻ Lưu Đày: 59413,59413
Exile's Goblet: 59414,Ly Kẻ Lưu Đày: 59414,59414
Exile's Feather: 59420,Lông Vũ Kẻ Lưu Đày: 59420,59420
Exile's Feather: 59421,Lông Vũ Kẻ Lưu Đày: 59421,59421
Exile's Feather: 59422,Lông Vũ Kẻ Lưu Đày: 59422,59422
Exile's Feather: 59423,Lông Vũ Kẻ Lưu Đày: 59423,59423
Exile's Feather: 59424,Lông Vũ Kẻ Lưu Đày: 59424,59424
Exile's Circlet: 59430,Vương Miện Kẻ Lưu Đày: 59430,59430
Exile's Circlet: 59431,Vương Miện Kẻ Lưu Đày: 59431,59431
Exile's Circlet: 59432,Vương Miện Kẻ Lưu Đày: 59432,59432
Exile's Circlet: 59433,Vương Miện Kẻ Lưu Đày: 59433,59433
Exile's Circlet: 59434,Vương Miện Kẻ Lưu Đày: 59434,59434
Exile's Flower: 59440,Hoa Kẻ Lưu Đày: 59440,59440
Exile's Flower: 59441,Hoa Kẻ Lưu Đày: 59441,59441
Exile's Flower: 59442,Hoa Kẻ Lưu Đày: 59442,59442
Exile's Flower: 59443,Hoa Kẻ Lưu Đày: 59443,59443
Exile's Flower: 59444,Hoa Kẻ Lưu Đày: 59444,59444
Exile's Pocket Watch: 59450,Đồng Hồ Kẻ Lưu Đày: 59450,59450
Exile's Pocket Watch: 59451,Đồng Hồ Kẻ Lưu Đày: 59451,59451
Exile's Pocket Watch: 59452,Đồng Hồ Kẻ Lưu Đày: 59452,59452
Exile's Pocket Watch: 59453,Đồng Hồ Kẻ Lưu Đày: 59453,59453
Exile's Pocket Watch: 59454,Đồng Hồ Kẻ Lưu Đày: 59454,59454
Exile's Goblet: 59510,Ly Kẻ Lưu Đày: 59510,59510
Exile's Goblet: 59511,Ly Kẻ Lưu Đày: 59511,59511
Exile's Goblet: 59512,Ly Kẻ Lưu Đày: 59512,59512
Exile's Goblet: 59513,Ly Kẻ Lưu Đày: 59513,59513
Exile's Goblet: 59514,Ly Kẻ Lưu Đày: 59514,59514
Exile's Feather: 59520,Lông Vũ Kẻ Lưu Đày: 59520,59520
Exile's Feather: 59521,Lông Vũ Kẻ Lưu Đày: 59521,59521
Exile's Feather: 59522,Lông Vũ Kẻ Lưu Đày: 59522,59522
Exile's Feather: 59523,Lông Vũ Kẻ Lưu Đày: 59523,59523
Exile's Feather: 59524,Lông Vũ Kẻ Lưu Đày: 59524,59524
Exile's Circlet: 59530,Vương Miện Kẻ Lưu Đày: 59530,59530
Exile's Circlet: 59531,Vương Miện Kẻ Lưu Đày: 59531,59531
Exile's Circlet: 59532,Vương Miện Kẻ Lưu Đày: 59532,59532
Exile's Circlet: 59533,Vương Miện Kẻ Lưu Đày: 59533,59533
Exile's Circlet: 59534,Vương Miện Kẻ Lưu Đày: 59534,59534
Exile's Flower: 59540,Hoa Kẻ Lưu Đày: 59540,59540
Exile's Flower: 59541,Hoa Kẻ Lưu Đày: 59541,59541
Exile's Flower: 59542,Hoa Kẻ Lưu Đày: 59542,59542
Exile's Flower: 59543,Hoa Kẻ Lưu Đày: 59543,59543
Exile's Flower: 59544,Hoa Kẻ Lưu Đày: 59544,59544
Exile's Pocket Watch: 59550,Đồng Hồ Kẻ Lưu Đày: 59550,59550
Exile's Pocket Watch: 59551,Đồng Hồ Kẻ Lưu Đày: 59551,59551
Exile's Pocket Watch: 59552,Đồng Hồ Kẻ Lưu Đày: 59552,59552
Exile's Pocket Watch: 59553,Đồng Hồ Kẻ Lưu Đày: 59553,59553
Exile's Pocket Watch: 59554,Đồng Hồ Kẻ Lưu Đày: 59554,59554
Adventurer's Golden Goblet: 60110,Ly Nhà Mạo Hiểm: 60110,60110
Adventurer's Golden Goblet: 60111,Ly Nhà Mạo Hiểm: 60111,60111
Adventurer's Golden Goblet: 60112,Ly Nhà Mạo Hiểm: 60112,60112
Adventurer's Golden Goblet: 60113,Ly Nhà Mạo Hiểm: 60113,60113
Adventurer's Golden Goblet: 60114,Ly Nhà Mạo Hiểm: 60114,60114
Adventurer's Tail Feather: 60120,Lông Vũ Nhà Mạo Hiểm: 60120,60120
Adventurer's Tail Feather: 60121,Lông Vũ Nhà Mạo Hiểm: 60121,60121
Adventurer's Tail Feather: 60122,Lông Vũ Nhà Mạo Hiểm: 60122,60122
Adventurer's Tail Feather: 60123,Lông Vũ Nhà Mạo Hiểm: 60123,60123
Adventurer's Tail Feather: 60124,Lông Vũ Nhà Mạo Hiểm: 60124,60124
Adventurer's Bandana: 60130,Khăn Nhà Mạo Hiểm: 60130,60130
Adventurer's Bandana: 60131,Khăn Nhà Mạo Hiểm: 60131,60131
Adventurer's Bandana: 60132,Khăn Nhà Mạo Hiểm: 60132,60132
Adventurer's Bandana: 60133,Khăn Nhà Mạo Hiểm: 60133,60133
Adventurer's Bandana: 60134,Khăn Nhà Mạo Hiểm: 60134,60134
Adventurer's Flower: 60140,Hoa Nhà Mạo Hiểm: 60140,60140
Adventurer's Flower: 60141,Hoa Nhà Mạo Hiểm: 60141,60141
Adventurer's Flower: 60142,Hoa Nhà Mạo Hiểm: 60142,60142
Adventurer's Flower: 60143,Hoa Nhà Mạo Hiểm: 60143,60143
Adventurer's Flower: 60144,Hoa Nhà Mạo Hiểm: 60144,60144
Adventurer's Pocket Watch: 60150,Đồng Hồ Nhà Mạo Hiểm: 60150,60150
Adventurer's Pocket Watch: 60151,Đồng Hồ Nhà Mạo Hiểm: 60151,60151
Adventurer's Pocket Watch: 60152,Đồng Hồ Nhà Mạo Hiểm: 60152,60152
Adventurer's Pocket Watch: 60153,Đồng Hồ Nhà Mạo Hiểm: 60153,60153
Adventurer's Pocket Watch: 60154,Đồng Hồ Nhà Mạo Hiểm: 60154,60154
Adventurer's Golden Goblet: 60210,Ly Nhà Mạo Hiểm: 60210,60210
Adventurer's Golden Goblet: 60211,Ly Nhà Mạo Hiểm: 60211,60211
Adventurer's Golden Goblet: 60212,Ly Nhà Mạo Hiểm: 60212,60212
Adventurer's Golden Goblet: 60213,Ly Nhà Mạo Hiểm: 60213,60213
Adventurer's Golden Goblet: 60214,Ly Nhà Mạo Hiểm: 60214,60214
Adventurer's Tail Feather: 60220,Lông Vũ Nhà Mạo Hiểm: 60220,60220
Adventurer's Tail Feather: 60221,Lông Vũ Nhà Mạo Hiểm: 60221,60221
Adventurer's Tail Feather: 60222,Lông Vũ Nhà Mạo Hiểm: 60222,60222
Adventurer's Tail Feather: 60223,Lông Vũ Nhà Mạo Hiểm: 60223,60223
Adventurer's Tail Feather: 60224,Lông Vũ Nhà Mạo Hiểm: 60224,60224
Adventurer's Bandana: 60230,Khăn Nhà Mạo Hiểm: 60230,60230
Adventurer's Bandana: 60231,Khăn Nhà Mạo Hiểm: 60231,60231
Adventurer's Bandana: 60232,Khăn Nhà Mạo Hiểm: 60232,60232
Adventurer's Bandana: 60233,Khăn Nhà Mạo Hiểm: 60233,60233
Adventurer's Bandana: 60234,Khăn Nhà Mạo Hiểm: 60234,60234
Adventurer's Flower: 60240,Hoa Nhà Mạo Hiểm: 60240,60240
Adventurer's Flower: 60241,Hoa Nhà Mạo Hiểm: 60241,60241
Adventurer's Flower: 60242,Hoa Nhà Mạo Hiểm: 60242,60242
Adventurer's Flower: 60243,Hoa Nhà Mạo Hiểm: 60243,60243
Adventurer's Flower: 60244,Hoa Nhà Mạo Hiểm: 60244,60244
Adventurer's Pocket Watch: 60250,Đồng Hồ Nhà Mạo Hiểm: 60250,60250
Adventurer's Pocket Watch: 60251,Đồng Hồ Nhà Mạo Hiểm: 60251,60251
Adventurer's Pocket Watch: 60252,Đồng Hồ Nhà Mạo Hiểm: 60252,60252
Adventurer's Pocket Watch: 60253,Đồng Hồ Nhà Mạo Hiểm: 60253,60253
Adventurer's Pocket Watch: 60254,Đồng Hồ Nhà Mạo Hiểm: 60254,60254
Adventurer's Golden Goblet: 60310,Ly Nhà Mạo Hiểm: 60310,60310
Adventurer's Golden Goblet: 60311,Ly Nhà Mạo Hiểm: 60311,60311
Adventurer's Golden Goblet: 60312,Ly Nhà Mạo Hiểm: 60312,60312
Adventurer's Golden Goblet: 60313,Ly Nhà Mạo Hiểm: 60313,60313
Adventurer's Golden Goblet: 60314,Ly Nhà Mạo Hiểm: 60314,60314
Adventurer's Tail Feather: 60320,Lông Vũ Nhà Mạo Hiểm: 60320,60320
Adventurer's Tail Feather: 60321,Lông Vũ Nhà Mạo Hiểm: 60321,60321
Adventurer's Tail Feather: 60322,Lông Vũ Nhà Mạo Hiểm: 60322,60322
Adventurer's Tail Feather: 60323,Lông Vũ Nhà Mạo Hiểm: 60323,60323
Adventurer's Tail Feather: 60324,Lông Vũ Nhà Mạo Hiểm: 60324,60324
Adventurer's Bandana: 60330,Khăn Nhà Mạo Hiểm: 60330,60330
Adventurer's Bandana: 60331,Khăn Nhà Mạo Hiểm: 60331,60331
Adventurer's Bandana: 60332,Khăn Nhà Mạo Hiểm: 60332,60332
Adventurer's Bandana: 60333,Khăn Nhà Mạo Hiểm: 60333,60333
Adventurer's Bandana: 60334,Khăn Nhà Mạo Hiểm: 60334,60334
Adventurer's Flower: 60340,Hoa Nhà Mạo Hiểm: 60340,60340
Adventurer's Flower: 60341,Hoa Nhà Mạo Hiểm: 60341,60341
Adventurer's Flower: 60342,Hoa Nhà Mạo Hiểm: 60342,60342
Adventurer's Flower: 60343,Hoa Nhà Mạo Hiểm: 60343,60343
Adventurer's Flower: 60344,Hoa Nhà Mạo Hiểm: 60344,60344
Adventurer's Pocket Watch: 60350,Đồng Hồ Nhà Mạo Hiểm: 60350,60350
Adventurer's Pocket Watch: 60351,Đồng Hồ Nhà Mạo Hiểm: 60351,60351
Adventurer's Pocket Watch: 60352,Đồng Hồ Nhà Mạo Hiểm: 60352,60352
Adventurer's Pocket Watch: 60353,Đồng Hồ Nhà Mạo Hiểm: 60353,60353
Adventurer's Pocket Watch: 60354,Đồng Hồ Nhà Mạo Hiểm: 60354,60354
Adventurer's Golden Goblet: 60410,Ly Nhà Mạo Hiểm: 60410,60410
Adventurer's Golden Goblet: 60411,Ly Nhà Mạo Hiểm: 60411,60411
Adventurer's Golden Goblet: 60412,Ly Nhà Mạo Hiểm: 60412,60412
Adventurer's Golden Goblet: 60413,Ly Nhà Mạo Hiểm: 60413,60413
Adventurer's Golden Goblet: 60414,Ly Nhà Mạo Hiểm: 60414,60414
Adventurer's Tail Feather: 60420,Lông Vũ Nhà Mạo Hiểm: 60420,60420
Adventurer's Tail Feather: 60421,Lông Vũ Nhà Mạo Hiểm: 60421,60421
Adventurer's Tail Feather: 60422,Lông Vũ Nhà Mạo Hiểm: 60422,60422
Adventurer's Tail Feather: 60423,Lông Vũ Nhà Mạo Hiểm: 60423,60423
Adventurer's Tail Feather: 60424,Lông Vũ Nhà Mạo Hiểm: 60424,60424
Adventurer's Bandana: 60430,Khăn Nhà Mạo Hiểm: 60430,60430
Adventurer's Bandana: 60431,Khăn Nhà Mạo Hiểm: 60431,60431
Adventurer's Bandana: 60432,Khăn Nhà Mạo Hiểm: 60432,60432
Adventurer's Bandana: 60433,Khăn Nhà Mạo Hiểm: 60433,60433
Adventurer's Bandana: 60434,Khăn Nhà Mạo Hiểm: 60434,60434
Adventurer's Flower: 60440,Hoa Nhà Mạo Hiểm: 60440,60440
Adventurer's Flower: 60441,Hoa Nhà Mạo Hiểm: 60441,60441
Adventurer's Flower: 60442,Hoa Nhà Mạo Hiểm: 60442,60442
Adventurer's Flower: 60443,Hoa Nhà Mạo Hiểm: 60443,60443
Adventurer's Flower: 60444,Hoa Nhà Mạo Hiểm: 60444,60444
Adventurer's Pocket Watch: 60450,Đồng Hồ Nhà Mạo Hiểm: 60450,60450
Adventurer's Pocket Watch: 60451,Đồng Hồ Nhà Mạo Hiểm: 60451,60451
Adventurer's Pocket Watch: 60452,Đồng Hồ Nhà Mạo Hiểm: 60452,60452
Adventurer's Pocket Watch: 60453,Đồng Hồ Nhà Mạo Hiểm: 60453,60453
Adventurer's Pocket Watch: 60454,Đồng Hồ Nhà Mạo Hiểm: 60454,60454
Lucky Dog's Goblet: 61110,Ly May Mắn: 61110,61110
Lucky Dog's Goblet: 61111,Ly May Mắn: 61111,61111
Lucky Dog's Goblet: 61112,Ly May Mắn: 61112,61112
Lucky Dog's Goblet: 61113,Ly May Mắn: 61113,61113
Lucky Dog's Goblet: 61114,Ly May Mắn: 61114,61114
Lucky Dog's Eagle Feather: 61120,Lông Ưng May Mắn: 61120,61120
Lucky Dog's Eagle Feather: 61121,Lông Ưng May Mắn: 61121,61121
Lucky Dog's Eagle Feather: 61122,Lông Ưng May Mắn: 61122,61122
Lucky Dog's Eagle Feather: 61123,Lông Ưng May Mắn: 61123,61123
Lucky Dog's Eagle Feather: 61124,Lông Ưng May Mắn: 61124,61124
Lucky Dog's Silver Circlet: 61130,Vòng Bạc May Mắn: 61130,61130
Lucky Dog's Silver Circlet: 61131,Vòng Bạc May Mắn: 61131,61131
Lucky Dog's Silver Circlet: 61132,Vòng Bạc May Mắn: 61132,61132
Lucky Dog's Silver Circlet: 61133,Vòng Bạc May Mắn: 61133,61133
Lucky Dog's Silver Circlet: 61134,Vòng Bạc May Mắn: 61134,61134
Lucky Dog's Clover: 61140,Hoa May Mắn: 61140,61140
Lucky Dog's Clover: 61141,Hoa May Mắn: 61141,61141
Lucky Dog's Clover: 61142,Hoa May Mắn: 61142,61142
Lucky Dog's Clover: 61143,Hoa May Mắn: 61143,61143
Lucky Dog's Clover: 61144,Hoa May Mắn: 61144,61144
Lucky Dog's Hourglass: 61150,Đồng Hồ Cát May Mắn: 61150,61150
Lucky Dog's Hourglass: 61151,Đồng Hồ Cát May Mắn: 61151,61151
Lucky Dog's Hourglass: 61152,Đồng Hồ Cát May Mắn: 61152,61152
Lucky Dog's Hourglass: 61153,Đồng Hồ Cát May Mắn: 61153,61153
Lucky Dog's Hourglass: 61154,Đồng Hồ Cát May Mắn: 61154,61154
Lucky Dog's Goblet: 61210,Ly May Mắn: 61210,61210
Lucky Dog's Goblet: 61211,Ly May Mắn: 61211,61211
Lucky Dog's Goblet: 61212,Ly May Mắn: 61212,61212
Lucky Dog's Goblet: 61213,Ly May Mắn: 61213,61213
Lucky Dog's Goblet: 61214,Ly May Mắn: 61214,61214
Lucky Dog's Eagle Feather: 61220,Lông Ưng May Mắn: 61220,61220
Lucky Dog's Eagle Feather: 61221,Lông Ưng May Mắn: 61221,61221
Lucky Dog's Eagle Feather: 61222,Lông Ưng May Mắn: 61222,61222
Lucky Dog's Eagle Feather: 61223,Lông Ưng May Mắn: 61223,61223
Lucky Dog's Eagle Feather: 61224,Lông Ưng May Mắn: 61224,61224
Lucky Dog's Silver Circlet: 61230,Vòng Bạc May Mắn: 61230,61230
Lucky Dog's Silver Circlet: 61231,Vòng Bạc May Mắn: 61231,61231
Lucky Dog's Silver Circlet: 61232,Vòng Bạc May Mắn: 61232,61232
Lucky Dog's Silver Circlet: 61233,Vòng Bạc May Mắn: 61233,61233
Lucky Dog's Silver Circlet: 61234,Vòng Bạc May Mắn: 61234,61234
Lucky Dog's Clover: 61240,Hoa May Mắn: 61240,61240
Lucky Dog's Clover: 61241,Hoa May Mắn: 61241,61241
Lucky Dog's Clover: 61242,Hoa May Mắn: 61242,61242
Lucky Dog's Clover: 61243,Hoa May Mắn: 61243,61243
Lucky Dog's Clover: 61244,Hoa May Mắn: 61244,61244
Lucky Dog's Hourglass: 61250,Đồng Hồ Cát May Mắn: 61250,61250
Lucky Dog's Hourglass: 61251,Đồng Hồ Cát May Mắn: 61251,61251
Lucky Dog's Hourglass: 61252,Đồng Hồ Cát May Mắn: 61252,61252
Lucky Dog's Hourglass: 61253,Đồng Hồ Cát May Mắn: 61253,61253
Lucky Dog's Hourglass: 61254,Đồng Hồ Cát May Mắn: 61254,61254
Lucky Dog's Goblet: 61310,Ly May Mắn: 61310,61310
Lucky Dog's Goblet: 61311,Ly May Mắn: 61311,61311
Lucky Dog's Goblet: 61312,Ly May Mắn: 61312,61312
Lucky Dog's Goblet: 61313,Ly May Mắn: 61313,61313
Lucky Dog's Goblet: 61314,Ly May Mắn: 61314,61314
Lucky Dog's Eagle Feather: 61320,Lông Ưng May Mắn: 61320,61320
Lucky Dog's Eagle Feather: 61321,Lông Ưng May Mắn: 61321,61321
Lucky Dog's Eagle Feather: 61322,Lông Ưng May Mắn: 61322,61322
Lucky Dog's Eagle Feather: 61323,Lông Ưng May Mắn: 61323,61323
Lucky Dog's Eagle Feather: 61324,Lông Ưng May Mắn: 61324,61324
Lucky Dog's Silver Circlet: 61330,Vòng Bạc May Mắn: 61330,61330
Lucky Dog's Silver Circlet: 61331,Vòng Bạc May Mắn: 61331,61331
Lucky Dog's Silver Circlet: 61332,Vòng Bạc May Mắn: 61332,61332
Lucky Dog's Silver Circlet: 61333,Vòng Bạc May Mắn: 61333,61333
Lucky Dog's Silver Circlet: 61334,Vòng Bạc May Mắn: 61334,61334
Lucky Dog's Clover: 61340,Hoa May Mắn: 61340,61340
Lucky Dog's Clover: 61341,Hoa May Mắn: 61341,61341
Lucky Dog's Clover: 61342,Hoa May Mắn: 61342,61342
Lucky Dog's Clover: 61343,Hoa May Mắn: 61343,61343
Lucky Dog's Clover: 61344,Hoa May Mắn: 61344,61344
Lucky Dog's Hourglass: 61350,Đồng Hồ Cát May Mắn: 61350,61350
Lucky Dog's Hourglass: 61351,Đồng Hồ Cát May Mắn: 61351,61351
Lucky Dog's Hourglass: 61352,Đồng Hồ Cát May Mắn: 61352,61352
Lucky Dog's Hourglass: 61353,Đồng Hồ Cát May Mắn: 61353,61353
Lucky Dog's Hourglass: 61354,Đồng Hồ Cát May Mắn: 61354,61354
Lucky Dog's Goblet: 61410,Ly May Mắn: 61410,61410
Lucky Dog's Goblet: 61411,Ly May Mắn: 61411,61411
Lucky Dog's Goblet: 61412,Ly May Mắn: 61412,61412
Lucky Dog's Goblet: 61413,Ly May Mắn: 61413,61413
Lucky Dog's Goblet: 61414,Ly May Mắn: 61414,61414
Lucky Dog's Eagle Feather: 61420,Lông Ưng May Mắn: 61420,61420
Lucky Dog's Eagle Feather: 61421,Lông Ưng May Mắn: 61421,61421
Lucky Dog's Eagle Feather: 61422,Lông Ưng May Mắn: 61422,61422
Lucky Dog's Eagle Feather: 61423,Lông Ưng May Mắn: 61423,61423
Lucky Dog's Eagle Feather: 61424,Lông Ưng May Mắn: 61424,61424
Lucky Dog's Silver Circlet: 61430,Vòng Bạc May Mắn: 61430,61430
Lucky Dog's Silver Circlet: 61431,Vòng Bạc May Mắn: 61431,61431
Lucky Dog's Silver Circlet: 61432,Vòng Bạc May Mắn: 61432,61432
Lucky Dog's Silver Circlet: 61433,Vòng Bạc May Mắn: 61433,61433
Lucky Dog's Silver Circlet: 61434,Vòng Bạc May Mắn: 61434,61434
Lucky Dog's Clover: 61440,Hoa May Mắn: 61440,61440
Lucky Dog's Clover: 61441,Hoa May Mắn: 61441,61441
Lucky Dog's Clover: 61442,Hoa May Mắn: 61442,61442
Lucky Dog's Clover: 61443,Hoa May Mắn: 61443,61443
Lucky Dog's Clover: 61444,Hoa May Mắn: 61444,61444
Lucky Dog's Hourglass: 61450,Đồng Hồ Cát May Mắn: 61450,61450
Lucky Dog's Hourglass: 61451,Đồng Hồ Cát May Mắn: 61451,61451
Lucky Dog's Hourglass: 61452,Đồng Hồ Cát May Mắn: 61452,61452
Lucky Dog's Hourglass: 61453,Đồng Hồ Cát May Mắn: 61453,61453
Lucky Dog's Hourglass: 61454,Đồng Hồ Cát May Mắn: 61454,61454
Scholar's Ink Cup: 62110,Ly Mực Học Sĩ: 62110,62110
Scholar's Ink Cup: 62111,Ly Mực Học Sĩ: 62111,62111
Scholar's Ink Cup: 62112,Ly Mực Học Sĩ: 62112,62112
Scholar's Ink Cup: 62113,Ly Mực Học Sĩ: 62113,62113
Scholar's Ink Cup: 62114,Ly Mực Học Sĩ: 62114,62114
Scholar's Quill Pen: 62120,Bút Lông Học Sĩ: 62120,62120
Scholar's Quill Pen: 62121,Bút Lông Học Sĩ: 62121,62121
Scholar's Quill Pen: 62122,Bút Lông Học Sĩ: 62122,62122
Scholar's Quill Pen: 62123,Bút Lông Học Sĩ: 62123,62123
Scholar's Quill Pen: 62124,Bút Lông Học Sĩ: 62124,62124
Scholar's Lens: 62130,Mảnh Kính Học Sĩ: 62130,62130
Scholar's Lens: 62131,Mảnh Kính Học Sĩ: 62131,62131
Scholar's Lens: 62132,Mảnh Kính Học Sĩ: 62132,62132
Scholar's Lens: 62133,Mảnh Kính Học Sĩ: 62133,62133
Scholar's Lens: 62134,Mảnh Kính Học Sĩ: 62134,62134
Scholar's Bookmark: 62140,Kẹp Sách Học Sĩ: 62140,62140
Scholar's Bookmark: 62141,Kẹp Sách Học Sĩ: 62141,62141
Scholar's Bookmark: 62142,Kẹp Sách Học Sĩ: 62142,62142
Scholar's Bookmark: 62143,Kẹp Sách Học Sĩ: 62143,62143
Scholar's Bookmark: 62144,Kẹp Sách Học Sĩ: 62144,62144
Scholar's Clock: 62150,Đồng Hồ Học Sĩ: 62150,62150
Scholar's Clock: 62151,Đồng Hồ Học Sĩ: 62151,62151
Scholar's Clock: 62152,Đồng Hồ Học Sĩ: 62152,62152
Scholar's Clock: 62153,Đồng Hồ Học Sĩ: 62153,62153
Scholar's Clock: 62154,Đồng Hồ Học Sĩ: 62154,62154
Scholar's Ink Cup: 62210,Ly Mực Học Sĩ: 62210,62210
Scholar's Ink Cup: 62211,Ly Mực Học Sĩ: 62211,62211
Scholar's Ink Cup: 62212,Ly Mực Học Sĩ: 62212,62212
Scholar's Ink Cup: 62213,Ly Mực Học Sĩ: 62213,62213
Scholar's Ink Cup: 62214,Ly Mực Học Sĩ: 62214,62214
Scholar's Quill Pen: 62220,Bút Lông Học Sĩ: 62220,62220
Scholar's Quill Pen: 62221,Bút Lông Học Sĩ: 62221,62221
Scholar's Quill Pen: 62222,Bút Lông Học Sĩ: 62222,62222
Scholar's Quill Pen: 62223,Bút Lông Học Sĩ: 62223,62223
Scholar's Quill Pen: 62224,Bút Lông Học Sĩ: 62224,62224
Scholar's Lens: 62230,Mảnh Kính Học Sĩ: 62230,62230
Scholar's Lens: 62231,Mảnh Kính Học Sĩ: 62231,62231
Scholar's Lens: 62232,Mảnh Kính Học Sĩ: 62232,62232
Scholar's Lens: 62233,Mảnh Kính Học Sĩ: 62233,62233
Scholar's Lens: 62234,Mảnh Kính Học Sĩ: 62234,62234
Scholar's Bookmark: 62240,Kẹp Sách Học Sĩ: 62240,62240
Scholar's Bookmark: 62241,Kẹp Sách Học Sĩ: 62241,62241
Scholar's Bookmark: 62242,Kẹp Sách Học Sĩ: 62242,62242
Scholar's Bookmark: 62243,Kẹp Sách Học Sĩ: 62243,62243
Scholar's Bookmark: 62244,Kẹp Sách Học Sĩ: 62244,62244
Scholar's Clock: 62250,Đồng Hồ Học Sĩ: 62250,62250
Scholar's Clock: 62251,Đồng Hồ Học Sĩ: 62251,62251
Scholar's Clock: 62252,Đồng Hồ Học Sĩ: 62252,62252
Scholar's Clock: 62253,Đồng Hồ Học Sĩ: 62253,62253
Scholar's Clock: 62254,Đồng Hồ Học Sĩ: 62254,62254
Scholar's Ink Cup: 62310,Ly Mực Học Sĩ: 62310,62310
Scholar's Ink Cup: 62311,Ly Mực Học Sĩ: 62311,62311
Scholar's Ink Cup: 62312,Ly Mực Học Sĩ: 62312,62312
Scholar's Ink Cup: 62313,Ly Mực Học Sĩ: 62313,62313
Scholar's Ink Cup: 62314,Ly Mực Học Sĩ: 62314,62314
Scholar's Quill Pen: 62320,Bút Lông Học Sĩ: 62320,62320
Scholar's Quill Pen: 62321,Bút Lông Học Sĩ: 62321,62321
Scholar's Quill Pen: 62322,Bút Lông Học Sĩ: 62322,62322
Scholar's Quill Pen: 62323,Bút Lông Học Sĩ: 62323,62323
Scholar's Quill Pen: 62324,Bút Lông Học Sĩ: 62324,62324
Scholar's Lens: 62330,Mảnh Kính Học Sĩ: 62330,62330
Scholar's Lens: 62331,Mảnh Kính Học Sĩ: 62331,62331
Scholar's Lens: 62332,Mảnh Kính Học Sĩ: 62332,62332
Scholar's Lens: 62333,Mảnh Kính Học Sĩ: 62333,62333
Scholar's Lens: 62334,Mảnh Kính Học Sĩ: 62334,62334
Scholar's Bookmark: 62340,Kẹp Sách Học Sĩ: 62340,62340
Scholar's Bookmark: 62341,Kẹp Sách Học Sĩ: 62341,62341
Scholar's Bookmark: 62342,Kẹp Sách Học Sĩ: 62342,62342
Scholar's Bookmark: 62343,Kẹp Sách Học Sĩ: 62343,62343
Scholar's Bookmark: 62344,Kẹp Sách Học Sĩ: 62344,62344
Scholar's Clock: 62350,Đồng Hồ Học Sĩ: 62350,62350
Scholar's Clock: 62351,Đồng Hồ Học Sĩ: 62351,62351
Scholar's Clock: 62352,Đồng Hồ Học Sĩ: 62352,62352
Scholar's Clock: 62353,Đồng Hồ Học Sĩ: 62353,62353
Scholar's Clock: 62354,Đồng Hồ Học Sĩ: 62354,62354
Scholar's Ink Cup: 62410,Ly Mực Học Sĩ: 62410,62410
Scholar's Ink Cup: 62411,Ly Mực Học Sĩ: 62411,62411
Scholar's Ink Cup: 62412,Ly Mực Học Sĩ: 62412,62412
Scholar's Ink Cup: 62413,Ly Mực Học Sĩ: 62413,62413
Scholar's Ink Cup: 62414,Ly Mực Học Sĩ: 62414,62414
